"HyperLynx Oscilloscope .CSV file"

"Design file: IFA_ESP32.HYP         Designer: Joshua Anthony"
"Created on: 08 March 2025   Time: 09:25:40"
"Created by: HyperLynx VX2.10 build 19246144"
"Comment: "
"Probe 1: U2.1 (at pin)"
"Probe 2: ANT1.1 (at pin)"
"Probe 3: C16.2 (at pin)"
"Probe 4: C18.2 (at pin)"
"Probe 5: L3.1 (at pin)"
"Probe 6: L3.2 (at pin)"
"","Time","Probe V V [U2.1 (at pin)]","Probe V V [ANT1.1 (at pin)]","Probe V V [C16.2 (at pin)]","Probe V V [C18.2 (at pin)]","Probe V V [L3.1 (at pin)]","Probe V V [L3.2 (at pin)]"
""," 263.9824181e-10","5.000003","9.999903e-09","5.000003","5.000003","5.000003","5.000003"
""," 264.9601250e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 265.9378318e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 266.9155563e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 267.8932631e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 268.8709699e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 269.8486945e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 270.8264013e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 271.8041081e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 272.7818327e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 273.7595395e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 274.7372463e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 275.7149709e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 276.6926777e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 277.6703845e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 278.6481090e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 279.6258158e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 280.6035226e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 281.5812472e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 282.5589540e-10","5.000002","9.999903e-09","5.000002","5.000002","5.000002","5.000002"
""," 283.5366608e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 284.5143854e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 285.4920922e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 286.4697990e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 287.4475236e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 288.4252304e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 289.4029372e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 290.3806617e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 291.3583685e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 292.3360753e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 293.3137999e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 294.2915067e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 295.2692135e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 296.2469381e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 297.2246449e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 298.2023517e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 299.1800585e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 300.1577653e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 301.1355076e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 302.1132144e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 303.0909212e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 304.0686281e-10","5","9.999903e-09","5","5","5","5"
""," 305.0463349e-10","5","9.999903e-09","5","5","5","5"
""," 306.0240417e-10","5","9.999903e-09","5","5","5","5"
""," 307.0017840e-10","5","9.999903e-09","5","5","5","5"
""," 307.9794908e-10","5","9.999903e-09","5","5","5","5"
""," 308.9571976e-10","5","9.999903e-09","5","5","5","5"
""," 309.9349044e-10","5","9.999903e-09","5","5","5","5"
""," 310.9126112e-10","5","9.999903e-09","5","5","5","5"
""," 311.8903180e-10","5","9.999903e-09","5","5","5","5"
""," 312.8680603e-10","5","9.999903e-09","5","5","5","5"
""," 313.8457672e-10","5","9.999903e-09","5","5","5","5"
""," 314.8234740e-10","5","9.999903e-09","5","5","5","5"
""," 315.8011808e-10","5","9.999903e-09","5","5","5","5"
""," 316.7788876e-10","5","9.999903e-09","5","5","5","5"
""," 317.7565944e-10","5","9.999903e-09","5","5","5","5"
""," 318.7343367e-10","5","9.999903e-09","5","5","5","5"
""," 319.7120435e-10","5","9.999903e-09","5","5","5","5"
""," 320.6897503e-10","5","9.999903e-09","5","5","5","5"
""," 321.6674571e-10","5","9.999903e-09","5","5","5","5"
""," 322.6451639e-10","5","9.999903e-09","5","5","5","5"
""," 323.6228707e-10","5","9.999903e-09","5","5","5","5"
""," 324.6006131e-10","5","9.999903e-09","5","5","5","5"
""," 325.5783199e-10","5","9.999903e-09","5","5","5","5"
""," 326.5560267e-10","5","9.999903e-09","5","5","5","5"
""," 327.5337335e-10","5","9.999903e-09","5","5","5","5"
""," 328.5114403e-10","5","9.999903e-09","5","5","5","5"
""," 329.4891471e-10","5","9.999903e-09","5","5","5","5"
""," 330.4668894e-10","5","9.999903e-09","5","5","5","5"
""," 331.4445962e-10","5","9.999903e-09","5","5","5","5"
""," 332.4223030e-10","5","9.999903e-09","5","5","5","5"
""," 333.4000098e-10","5","9.999903e-09","5","5","5","5"
""," 334.3777166e-10","5","9.999903e-09","5","5","5","5"
""," 335.3554234e-10","5","9.999903e-09","5","5","5","5"
""," 336.3331302e-10","5","9.999903e-09","5","5","5","5"
""," 337.3108726e-10","5","9.999903e-09","5","5","5","5"
""," 338.2885794e-10","5","9.999903e-09","5","5","5","5"
""," 339.2662862e-10","5","9.999903e-09","5","5","5","5"
""," 340.2439930e-10","5","9.999903e-09","5","5","5","5"
""," 341.2216998e-10","5","9.999903e-09","5","5","5","5"
""," 342.1994066e-10","5","9.999903e-09","5","5","5","5"
""," 343.1771489e-10","5","9.999903e-09","5","5","5","5"
""," 344.1548557e-10","5","9.999903e-09","5","5","5","5"
""," 345.1325625e-10","5","9.999903e-09","5","5","5","5"
""," 346.1102693e-10","5","9.999903e-09","5","5","5","5"
""," 347.0879761e-10","5","9.999903e-09","5","5","5","5"
""," 348.0656829e-10","5","9.999903e-09","5","5","5","5"
""," 349.0434253e-10","5","9.999903e-09","5","5","5","5"
""," 350.0211321e-10","5","9.999903e-09","5","5","5","5"
""," 350.9988389e-10","5","9.999903e-09","5","5","5","5"
""," 351.9765457e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 352.9542525e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 353.9319593e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 354.9097016e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 355.8874084e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 356.8651152e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 357.8428220e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 358.8205288e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 359.7982356e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 360.7759780e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 361.7536848e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 362.7313916e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 363.7090984e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 364.6868052e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 365.6645120e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 366.6422543e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 367.6199611e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 368.5976679e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 369.5753747e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 370.5530816e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 371.5307884e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 372.5085307e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 373.4862375e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 374.4639443e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 375.4416511e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 376.4193579e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 377.3970647e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 378.3748070e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 379.3525138e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 380.3302207e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 381.3079275e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 382.2856343e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 383.2633411e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 384.2410834e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 385.2187902e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 386.1964970e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 387.1742038e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 388.1519106e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 389.1296174e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 390.1073597e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 391.0850666e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 392.0627734e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 393.0404802e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 394.0181870e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 394.9958938e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 395.9736361e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 396.9513429e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 397.9290497e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 398.9067565e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 399.8844633e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 400.8621701e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 401.8398769e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 402.8176193e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 403.7953261e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 404.7730329e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 405.7507397e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 406.7284465e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 407.7061533e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 408.6838956e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 409.6616024e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 410.6393092e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 411.6170160e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 412.5947228e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 413.5724296e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 414.5501720e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 415.5278788e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 416.5055856e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 417.4832924e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 418.4609992e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 419.4387060e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 420.4164483e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 421.3941551e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 422.3718619e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 423.3495687e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 424.3272755e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 425.3049823e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 426.2827247e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 427.2604315e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 428.2381383e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 429.2158451e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 430.1935519e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 431.1712587e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 432.1490010e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 433.1267078e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 434.1044146e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 435.0821214e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 436.0598282e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 437.0375351e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 438.0152774e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 438.9929842e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 439.9706910e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 440.9483978e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 441.9261046e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 442.9038114e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 443.8815537e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 444.8592605e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 445.8369673e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 446.8146741e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 447.7923810e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 448.7700878e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 449.7478301e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 450.7255369e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 451.7032437e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 452.6809505e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 453.6586573e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 454.6363641e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 455.6141064e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 456.5918132e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 457.5695201e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 458.5472269e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 459.5249337e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 460.5026405e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 461.4803828e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 462.4580896e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 463.4357964e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 464.4135032e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 465.3912100e-10","4.999999","9.999903e-09","4.999999","4.999999","4.999999","4.999999"
""," 466.3689168e-10","5","9.999903e-09","5","5","5","5"
""," 467.3466236e-10","5","9.999903e-09","5","5","5","5"
""," 468.3243660e-10","5","9.999903e-09","5","5","5","5"
""," 469.3020728e-10","5","9.999903e-09","5","5","5","5"
""," 470.2797796e-10","5","9.999903e-09","5","5","5","5"
""," 471.2574864e-10","5","9.999903e-09","5","5","5","5"
""," 472.2351932e-10","5","9.999903e-09","5","5","5","5"
""," 473.2129000e-10","5","9.999903e-09","5","5","5","5"
""," 474.1906423e-10","5","9.999903e-09","5","5","5","5"
""," 475.1683491e-10","5","9.999903e-09","5","5","5","5"
""," 476.1460559e-10","5","9.999903e-09","5","5","5","5"
""," 477.1237627e-10","5","9.999903e-09","5","5","5","5"
""," 478.1014695e-10","5","9.999903e-09","5","5","5","5"
""," 479.0791763e-10","5","9.999903e-09","5","5","5","5"
""," 480.0569187e-10","5","9.999903e-09","5","5","5","5"
""," 481.0346255e-10","5","9.999903e-09","5","5","5","5"
""," 482.0123323e-10","5","9.999903e-09","5","5","5","5"
""," 482.9900391e-10","5","9.999903e-09","5","5","5","5"
""," 483.9677459e-10","5","9.999903e-09","5","5","5","5"
""," 484.9454527e-10","5","9.999903e-09","5","5","5","5"
""," 485.9231950e-10","5","9.999903e-09","5","5","5","5"
""," 486.9009018e-10","5","9.999903e-09","5","5","5","5"
""," 487.8786086e-10","5","9.999903e-09","5","5","5","5"
""," 488.8563154e-10","5","9.999903e-09","5","5","5","5"
""," 489.8340222e-10","5","9.999903e-09","5","5","5","5"
""," 490.8117290e-10","5","9.999903e-09","5","5","5","5"
""," 491.7894714e-10","5","9.999903e-09","5","5","5","5"
""," 492.7671782e-10","5","9.999903e-09","5","5","5","5"
""," 493.7448850e-10","5","9.999903e-09","5","5","5","5"
""," 494.7225918e-10","5","9.999903e-09","5","5","5","5"
""," 495.7002986e-10","5","9.999903e-09","5","5","5","5"
""," 496.6780054e-10","5","9.999903e-09","5","5","5","5"
""," 497.6557477e-10","5","9.999903e-09","5","5","5","5"
""," 498.6334545e-10","5","9.999903e-09","5","5","5","5"
""," 499.6111613e-10","5","9.999903e-09","5","5","5","5"
""," 500.5888681e-10","5","9.999903e-09","5","5","5","5"
""," 501.5665749e-10","5","9.999903e-09","5","5","5","5"
""," 502.5442817e-10","5","9.999903e-09","5","5","5","5"
""," 503.5220241e-10","5","9.999903e-09","5","5","5","5"
""," 504.4997309e-10","5","9.999903e-09","5","5","5","5"
""," 505.4774377e-10","5","9.999903e-09","5","5","5","5"
""," 506.4551445e-10","5","9.999903e-09","5","5","5","5"
""," 507.4328513e-10","5","9.999903e-09","5","5","5","5"
""," 508.4105581e-10","5","9.999903e-09","5","5","5","5"
""," 509.3883004e-10","5","9.999903e-09","5","5","5","5"
""," 510.3660072e-10","5","9.999903e-09","5","5","5","5"
""," 511.3437140e-10","5","9.999903e-09","5","5","5","5"
""," 512.3214208e-10","5","9.999903e-09","5","5","5","5"
""," 513.2991276e-10","5","9.999903e-09","5","5","5","5"
""," 514.2768345e-10","5","9.999903e-09","5","5","5","5"
""," 515.2545768e-10","5","9.999903e-09","5","5","5","5"
""," 516.2322836e-10","5","9.999903e-09","5","5","5","5"
""," 517.2099904e-10","5","9.999903e-09","5","5","5","5"
""," 518.1876972e-10","5","9.999903e-09","5","5","5","5"
""," 519.1654040e-10","5","9.999903e-09","5","5","5","5"
""," 520.1431108e-10","5","9.999903e-09","5","5","5","5"
""," 521.1208531e-10","5","9.999903e-09","5","5","5","5"
""," 522.0985599e-10","5","9.999903e-09","5","5","5","5"
""," 523.0762667e-10","5","9.999903e-09","5","5","5","5"
""," 524.0539735e-10","5","9.999903e-09","5","5","5","5"
""," 525.0316804e-10","5","9.999903e-09","5","5","5","5"
""," 526.0093872e-10","5","9.999903e-09","5","5","5","5"
""," 526.9871295e-10","5","9.999903e-09","5","5","5","5"
""," 527.9648363e-10","5","9.999903e-09","5","5","5","5"
""," 528.9425431e-10","5","9.999903e-09","5","5","5","5"
""," 529.9202499e-10","5","9.999903e-09","5","5","5","5"
""," 530.8979567e-10","5","9.999903e-09","5","5","5","5"
""," 531.8756635e-10","5","9.999903e-09","5","5","5","5"
""," 532.8534058e-10","5","9.999903e-09","5","5","5","5"
""," 533.8311126e-10","5","9.999903e-09","5","5","5","5"
""," 534.8088195e-10","5","9.999903e-09","5","5","5","5"
""," 535.7865263e-10","5","9.999903e-09","5","5","5","5"
""," 536.7642331e-10","5","9.999903e-09","5","5","5","5"
""," 537.7419399e-10","5","9.999903e-09","5","5","5","5"
""," 538.7196467e-10","5","9.999903e-09","5","5","5","5"
""," 539.6973890e-10","5","9.999903e-09","5","5","5","5"
""," 540.6750958e-10","5","9.999903e-09","5","5","5","5"
""," 541.6528026e-10","5","9.999903e-09","5","5","5","5"
""," 542.6305094e-10","5","9.999903e-09","5","5","5","5"
""," 543.6082162e-10","5","9.999903e-09","5","5","5","5"
""," 544.5859230e-10","5","9.999903e-09","5","5","5","5"
""," 545.5636654e-10","5","9.999903e-09","5","5","5","5"
""," 546.5413722e-10","5","9.999903e-09","5","5","5","5"
""," 547.5190790e-10","5","9.999903e-09","5","5","5","5"
""," 548.4967858e-10","5","9.999903e-09","5","5","5","5"
""," 549.4744926e-10","5","9.999903e-09","5","5","5","5"
""," 550.4521994e-10","5","9.999903e-09","5","5","5","5"
""," 551.4299417e-10","5","9.999903e-09","5","5","5","5"
""," 552.4076485e-10","5","9.999903e-09","5","5","5","5"
""," 553.3853553e-10","5","9.999903e-09","5","5","5","5"
""," 554.3630621e-10","5","9.999903e-09","5","5","5","5"
""," 555.3407689e-10","5","9.999903e-09","5","5","5","5"
""," 556.3184757e-10","5","9.999903e-09","5","5","5","5"
""," 557.2962181e-10","5","9.999903e-09","5","5","5","5"
""," 558.2739249e-10","5","9.999903e-09","5","5","5","5"
""," 559.2516317e-10","5","9.999903e-09","5","5","5","5"
""," 560.2293385e-10","5","9.999903e-09","5","5","5","5"
""," 561.2070453e-10","5","9.999903e-09","5","5","5","5"
""," 562.1847521e-10","5","9.999903e-09","5","5","5","5"
""," 563.1624944e-10","5","9.999903e-09","5","5","5","5"
""," 564.1402012e-10","5","9.999903e-09","5","5","5","5"
""," 565.1179080e-10","5","9.999903e-09","5","5","5","5"
""," 566.0956148e-10","5","9.999903e-09","5","5","5","5"
""," 567.0733216e-10","5","9.999903e-09","5","5","5","5"
""," 568.0510284e-10","5","9.999903e-09","5","5","5","5"
""," 569.0287708e-10","5","9.999903e-09","5","5","5","5"
""," 570.0064776e-10","5","9.999903e-09","5","5","5","5"
""," 570.9841844e-10","5","9.999903e-09","5","5","5","5"
""," 571.9618912e-10","5","9.999903e-09","5","5","5","5"
""," 572.9395980e-10","5","9.999903e-09","5","5","5","5"
""," 573.9173048e-10","5","9.999903e-09","5","5","5","5"
""," 574.8950471e-10","5","9.999903e-09","5","5","5","5"
""," 575.8727539e-10","5","9.999903e-09","5","5","5","5"
""," 576.8504607e-10","5","9.999903e-09","5","5","5","5"
""," 577.8281675e-10","5","9.999903e-09","5","5","5","5"
""," 578.8058743e-10","5","9.999903e-09","5","5","5","5"
""," 579.7835811e-10","5","9.999903e-09","5","5","5","5"
""," 580.7613235e-10","5","9.999903e-09","5","5","5","5"
""," 581.7390303e-10","5","9.999903e-09","5","5","5","5"
""," 582.7167371e-10","5","9.999903e-09","5","5","5","5"
""," 583.6944439e-10","5","9.999903e-09","5","5","5","5"
""," 584.6721507e-10","5","9.999903e-09","5","5","5","5"
""," 585.6498575e-10","5","9.999903e-09","5","5","5","5"
""," 586.6275998e-10","5","9.999903e-09","5","5","5","5"
""," 587.6053066e-10","5","9.999903e-09","5","5","5","5"
""," 588.5830134e-10","5","9.999903e-09","5","5","5","5"
""," 589.5607202e-10","5","9.999903e-09","5","5","5","5"
""," 590.5384270e-10","5","9.999903e-09","5","5","5","5"
""," 591.5161339e-10","5","9.999903e-09","5","5","5","5"
""," 592.4938762e-10","5","9.999903e-09","5","5","5","5"
""," 593.4715830e-10","5","9.999903e-09","5","5","5","5"
""," 594.4492898e-10","5","9.999903e-09","5","5","5","5"
""," 595.4269966e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 596.4047034e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 597.3824102e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 598.3601170e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 599.3378238e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 600.3155306e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 601.2932374e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 602.2710153e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 603.2487221e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 604.2264289e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 605.2041357e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 606.1818425e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 607.1595493e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 608.1372561e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 609.1149629e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
""," 610.0926697e-10","5.000001","9.999903e-09","5.000001","5.000001","5.000001","5.000001"
